auctioneer_url,lat,lng,state,city,zip,address,auctions
https://www.liveauctioneers.com/auctioneer/241/jackson-s-international-auctioneers/,42.5413,-92.4168,IA,Cedar Falls,50613,2229 Lincoln Street,144.0
https://www.liveauctioneers.com/auctioneer/2431/omega-auction-corp/,25.8576,-80.3161,FL,Hialeah,33012,1669 W. 39th Place,71.0
https://www.liveauctioneers.com/auctioneer/249/dan-morphy-auctions/,40.2204,-76.1017,PA,Denver,17517,2000 N Reading Road,548.0
https://www.liveauctioneers.com/auctioneer/2490/aaa-auction-service-llc/,41.0685,-84.9956,IN,New Haven,46774,2110 McConnell Drive,33.0
https://www.liveauctioneers.com/auctioneer/250/leland-little/,36.0619,-79.0863,NC,Hillsborough,27278,620 Cornerstone Court,372.0
https://www.liveauctioneers.com/auctioneer/251/myers-fine-art/,27.788,-82.6387,FL,St. Petersburg,33704,1600 4th Street North,22.0
https://www.liveauctioneers.com/auctioneer/2514/greenwich-auction/,41.0452,-73.5607,CT,Stamford,06902,83 Harvard Avenue,367.0
https://www.liveauctioneers.com/auctioneer/2541/artelisted/,26.3461,-80.2044,FL,Boca Raton,33428,10027 Umberland Place,166.0
https://www.liveauctioneers.com/auctioneer/2624/bremo-auctions/,38.0252,-78.4497,VA,Charlottesville,22911,588 Pantops Center,78.0
https://www.liveauctioneers.com/auctioneer/2650/accurate-auctions/,34.7626,-87.6823,AL,SHEFFIELD,34654,2900 JACKSON HWY,19.0
https://www.liveauctioneers.com/auctioneer/269/jeremiah-s-international-trading-company/,27.774373,-82.678668,FL,St. Petersburg,33713,289 34th Street North,233.0
https://www.liveauctioneers.com/auctioneer/2699/holabird-western-americana-collections/,39.4697,-119.77,NV,Reno,89511,3555 Airway DR Ste 308,121.0
https://www.liveauctioneers.com/auctioneer/27/bertoia-auctions/,39.4788,-75.0378,NJ,Vineland,08360,2141 DeMarco Drive Ph: 856-692-1881,138.0
https://www.liveauctioneers.com/auctioneer/275/john-coker-ltd/,36.0895,-83.5878,TN,Knoxville,37902,508 Union Ave. Unit 206,43.0
https://www.liveauctioneers.com/auctioneer/2770/imperial-auction/,26.5042,-81.8583,FL,CAPE CORAL,33910,PO BOX 101083,54.0
https://www.liveauctioneers.com/auctioneer/2793/the-lodge-auction-house-inc/,42.853,-78.8079,NY,Buffalo,14210,212 Cazenovia Street,103.0
https://www.liveauctioneers.com/auctioneer/2799/clements/,35.1837,-85.2465,TN,Hixson,37343,7022 Hwy153,56.0
https://www.liveauctioneers.com/auctioneer/282/old-barn-auction-llc/,41.044946,-83.642234,OH,Findlay,45840,10040 State Route 224 West,154.0
https://www.liveauctioneers.com/auctioneer/283/aands-antique-auction-co/,31.6044,-97.1021,TX,Waco,76706,900 East Loop 340,19.0
https://www.liveauctioneers.com/auctioneer/2831/continental-hobby-house/,43.915,-87.7473,WI,Cleveland,53015,PO Box 172,30.0
https://www.liveauctioneers.com/auctioneer/286/forsythes-auctions-llc/,38.867,-83.7909,OH,Russellville,45168,206 W Main St P.O. Box 188,87.0
https://www.liveauctioneers.com/auctioneer/2863/baker-s-antiques-and-auctions/,40.757,-73.1078,NY,Bohemia,11716,4770 Sunrise Hwy.,2105.0
https://www.liveauctioneers.com/auctioneer/287/alexander-historical-auctions-llc/,39.5273,-75.8121,MD,Chesapeake City,21915,98 Bohemia Avenue Suite Two,77.0
https://www.liveauctioneers.com/auctioneer/289/tom-harris-auctions/,42.016435,-92.909428,IA,Marshalltown,50158,2500 S. Center St. Ste 2000,199.0
https://www.liveauctioneers.com/auctioneer/2933/preston-opportunities/,32.8642,-83.8631,GA,Macon,31210,132 Cross Creek Circle,9.0
https://www.liveauctioneers.com/auctioneer/2945/flannery-s-estate-services/,41.6099,-74.3065,NY,Pine Bush,12566,26 Recreation Park Rd P.O Box 1658,131.0
https://www.liveauctioneers.com/auctioneer/2961/jack-gunter-artanddesign/,48.0902,-122.391,WA,Camano Island,98282,3311 SEast ,6.0
https://www.liveauctioneers.com/auctioneer/301/john-mcinnis-auctioneers-llc/,42.8565,-70.9311,MA,Amesbury,01913,76 Main Street,111.0
https://www.liveauctioneers.com/auctioneer/302/bonhams-skinner/,42.3175,-71.5888,MA,Boston,02116,63 Park Plaza,281.0
https://www.liveauctioneers.com/auctioneer/3022/blueberry-hill-galleries/,41.8488,-73.5532,NY,Amenia,12501,35 Mechanic Street ,16.0
https://www.liveauctioneers.com/auctioneer/3058/sabertooth-auctions/,36.6175,-88.3253,KY,Murray,42071,804 Coldwater Rd,365.0
https://www.liveauctioneers.com/auctioneer/308/lloyd-ralston-gallery/,41.3191,-73.0953,CT,Shelton,06484,549 Howe Ave.,180.0
https://www.liveauctioneers.com/auctioneer/3107/gsauctions/,33.7433,-84.6869,GA,Douglasville,30135,6118 Fairburn Road,12.0
https://www.liveauctioneers.com/auctioneer/315/bodnar-s-auction-sales/,40.3872,-74.5691,NJ,New Brunswick ,08903,PO Box 1132,174.0
https://www.liveauctioneers.com/auctioneer/3195/ye-olde-auction-block/,34.4103,-118.912,CA,FILLMORE,93015,408 ARUNDELL CIR,127.0
